paper_id,doi,record_id,source_location,table_title,material_description,baseline_material,measurement_purpose,row_index,row_data_json,confidence_score,review_status,extraction_method,source_type,peer_reviewed,open_access,cross_validated,out_of_scope,out_of_scope_reason,curator,retrieved_at_utc,license,citation
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_10_min,Figure 7 (a: TiO2/Cu2O 10 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 10 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",0,"{""A/A0"": 1.0, ""Time"": 0.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.948109+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_10_min,Figure 7 (a: TiO2/Cu2O 10 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 10 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",1,"{""A/A0"": 0.718, ""Time"": 1.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.948109+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_10_min,Figure 7 (a: TiO2/Cu2O 10 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 10 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",2,"{""A/A0"": 0.538, ""Time"": 2.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.948109+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_10_min,Figure 7 (a: TiO2/Cu2O 10 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 10 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",3,"{""A/A0"": 0.437, ""Time"": 3.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.948109+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_1_min,Figure 7 (a: TiO2/Cu2O 1 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 1 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",0,"{""A/A0"": 1.0, ""Time"": 0.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.724663+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_1_min,Figure 7 (a: TiO2/Cu2O 1 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 1 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",1,"{""A/A0"": 0.82, ""Time"": 1.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.724663+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_1_min,Figure 7 (a: TiO2/Cu2O 1 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 1 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",2,"{""A/A0"": 0.613, ""Time"": 2.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.724663+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_1_min,Figure 7 (a: TiO2/Cu2O 1 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 1 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",3,"{""A/A0"": 0.482, ""Time"": 3.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.724663+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_30_min,Figure 7 (a: TiO2/Cu2O 30 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 30 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",0,"{""A/A0"": 1.0, ""Time"": 0.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.253068+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
acsomega_5c08505,10.1021/acsomega.5c08505,acsomega_5c08505_figure_7_a_tio2_cu2o_30_min,Figure 7 (a: TiO2/Cu2O 30 min),Figure 7. Photocatalytic activity of the TiO2/Cu2O samples in methyl orange dye solution under (a) UV and (b) visible light irradiation.,"Glass substrate coated with TiO2, then Cu2O nanoparticles deposited via heterogeneous nucleation for 30 min reaction time, under UV irradiation",reference TiO2 (no Cu2O deposition),"Assess UV-light photocatalytic degradation of methyl orange dye (A/A0 = absorbance ratio to initial) as a function of Cu2O deposition time, to find the optimal Cu2O loading for photocatalytic activity",1,"{""A/A0"": 0.885, ""Time"": 1.0}",0.49999999999999994,self-reviewed,hand-traced,digitized-from-figure,True,True,False,True,"Reaction/process performance (photocatalytic dye-degradation kinetics vs. irradiation time), not an intrinsic material property -- out of this project's stated scope (material composition, structure, size/shape/film properties). Kept in the dataset since the extraction was already done and reviewed, but excluded from material-property queries by default. See schema.py module docstring, 'Scope note'.","SpectraScribe (extract_table.py, transcription human/LLM-provided)",2026-07-31T04:34:13.253068+00:00,CC-BY 4.0 (ACS Omega),"Petra Demény, Borbála Tegze, Bálint Fodor, Pál Maák, János Madarász, Zsombor Pap, Dániel Zámbó, Tamás Igricz, Adél Sarolta Rácz, Norbert Nagy, Zoltán Hórvölgyi. Titania-Supported Photocatalytic Coatings of Cu2O Nanoparticles Synthesized via Heterogeneous Nucleation. ACS Omega 2026, 11, 5374-5383. https://doi.org/10.1021/acsomega.5c08505"
